date,state,district,pincode,age_0_5,age_5_17,age_18_greater
31-12-2025,tamil nadu,kallakurichi,605757,0,1,1
31-12-2025,tamil nadu,kancheepuram,600045,4,2,0
31-12-2025,tamil nadu,kancheepuram,600069,8,1,0
31-12-2025,tamil nadu,kancheepuram,600100,4,8,0
31-12-2025,tamil nadu,kancheepuram,600115,3,0,0
31-12-2025,tamil nadu,kancheepuram,600125,4,6,0
31-12-2025,tamil nadu,kancheepuram,600127,1,1,0
31-12-2025,tamil nadu,kancheepuram,603105,3,0,0
31-12-2025,tamil nadu,kancheepuram,603310,3,1,0
31-12-2025,tamil nadu,kancheepuram,603314,1,1,0
31-12-2025,tamil nadu,kancheepuram,603406,6,2,0
31-12-2025,tamil nadu,kancheepuram,631502,10,8,0
31-12-2025,tamil nadu,kanyakumari,629160,2,0,0
31-12-2025,tamil nadu,kanyakumari,629165,1,0,0
31-12-2025,tamil nadu,kanyakumari,629252,1,0,0
31-12-2025,tamil nadu,kanyakumari,629301,0,1,0
31-12-2025,tamil nadu,kanyakumari,629802,1,0,0
31-12-2025,tamil nadu,kanyakumari,629002,1,0,0
31-12-2025,tamil nadu,kanyakumari,629152,1,0,0
31-12-2025,tamil nadu,kanyakumari,629153,1,0,0
31-12-2025,tamil nadu,kanyakumari,629157,2,0,0
31-12-2025,tamil nadu,kanyakumari,629161,2,0,0
31-12-2025,tamil nadu,kanyakumari,629177,5,0,0
31-12-2025,tamil nadu,kanyakumari,629180,1,0,0
31-12-2025,tamil nadu,kanyakumari,629301,0,1,0
31-12-2025,tamil nadu,kanyakumari,629810,1,0,0
31-12-2025,tamil nadu,kanyakumari,629852,1,0,0
31-12-2025,tamil nadu,karur,621313,5,1,0
31-12-2025,tamil nadu,karur,639002,4,1,0
31-12-2025,tamil nadu,karur,639105,2,1,0
31-12-2025,tamil nadu,karur,639119,3,1,0
31-12-2025,tamil nadu,karur,639120,7,2,0
31-12-2025,tamil nadu,krishnagiri,635001,6,4,0
31-12-2025,tamil nadu,krishnagiri,635102,3,4,0
31-12-2025,tamil nadu,krishnagiri,635105,4,1,0
31-12-2025,tamil nadu,krishnagiri,635106,1,0,0
31-12-2025,tamil nadu,krishnagiri,635118,0,3,0
31-12-2025,tamil nadu,krishnagiri,635206,6,3,0
31-12-2025,tamil nadu,madurai,625009,3,0,0
31-12-2025,tamil nadu,madurai,625104,1,0,0
31-12-2025,tamil nadu,madurai,625106,5,1,0
31-12-2025,tamil nadu,madurai,625205,1,0,0
31-12-2025,tamil nadu,madurai,625221,1,0,0
31-12-2025,tamil nadu,madurai,625234,0,1,0
31-12-2025,tamil nadu,madurai,625402,1,0,0
31-12-2025,tamil nadu,madurai,625702,2,1,0
31-12-2025,tamil nadu,madurai,625708,1,0,0
31-12-2025,tamil nadu,nagapattinam,609105,1,0,0
31-12-2025,tamil nadu,nagapattinam,609111,2,0,0
31-12-2025,tamil nadu,nagapattinam,609811,0,2,0
31-12-2025,tamil nadu,nagapattinam,610204,1,1,0
31-12-2025,tamil nadu,nagapattinam,611106,1,1,0
31-12-2025,tamil nadu,nagapattinam,614711,1,0,0
31-12-2025,tamil nadu,nagapattinam,614808,1,0,0
31-12-2025,tamil nadu,nagapattinam,614810,2,0,0
31-12-2025,tamil nadu,namakkal,636202,1,0,0
31-12-2025,tamil nadu,namakkal,637002,3,1,0
31-12-2025,tamil nadu,namakkal,637013,1,0,0
31-12-2025,tamil nadu,namakkal,637017,1,0,0
31-12-2025,tamil nadu,namakkal,637202,1,0,0
31-12-2025,tamil nadu,namakkal,637203,0,4,0
31-12-2025,tamil nadu,namakkal,637205,1,0,0
31-12-2025,tamil nadu,namakkal,638182,1,1,0
31-12-2025,tamil nadu,perambalur,621104,1,0,0
31-12-2025,tamil nadu,perambalur,621115,4,0,0
31-12-2025,tamil nadu,perambalur,621716,2,2,0
31-12-2025,tamil nadu,pudukkottai,614620,0,3,0
31-12-2025,tamil nadu,pudukkottai,614805,0,1,0
31-12-2025,tamil nadu,pudukkottai,621305,0,1,0
31-12-2025,tamil nadu,pudukkottai,622002,5,0,0
31-12-2025,tamil nadu,pudukkottai,622103,1,0,0
31-12-2025,tamil nadu,pudukkottai,622515,0,1,0
31-12-2025,tamil nadu,ramanathapuram,623135,1,1,0
31-12-2025,tamil nadu,ramanathapuram,623502,1,0,0
31-12-2025,tamil nadu,ramanathapuram,623526,0,2,0
31-12-2025,tamil nadu,ramanathapuram,623527,3,0,0
31-12-2025,tamil nadu,ramanathapuram,623528,1,0,0
31-12-2025,tamil nadu,ramanathapuram,623704,2,0,0
31-12-2025,tamil nadu,ramanathapuram,623712,2,1,0
31-12-2025,tamil nadu,salem,636002,1,1,0
31-12-2025,tamil nadu,salem,636015,1,1,0
31-12-2025,tamil nadu,salem,636016,1,1,0
31-12-2025,tamil nadu,salem,636030,0,1,0
31-12-2025,tamil nadu,salem,636111,1,2,0
31-12-2025,tamil nadu,salem,636115,1,2,0
31-12-2025,tamil nadu,salem,636117,1,0,0
31-12-2025,tamil nadu,salem,636204,2,0,1
31-12-2025,tamil nadu,salem,636305,3,1,0
31-12-2025,tamil nadu,salem,636403,1,1,0
31-12-2025,tamil nadu,salem,636501,4,4,0
31-12-2025,tamil nadu,salem,636503,1,1,0
31-12-2025,tamil nadu,salem,637103,2,3,0
31-12-2025,tamil nadu,salem,637504,1,1,0
31-12-2025,tamil nadu,sivaganga,623701,4,1,0
31-12-2025,tamil nadu,sivaganga,630108,1,2,0
31-12-2025,tamil nadu,sivaganga,630203,2,0,0
31-12-2025,tamil nadu,sivaganga,630210,1,0,0
31-12-2025,tamil nadu,sivaganga,630305,0,1,0
31-12-2025,tamil nadu,sivaganga,630306,2,0,0
31-12-2025,tamil nadu,sivaganga,630309,0,1,0
31-12-2025,tamil nadu,sivaganga,630314,0,1,0
31-12-2025,tamil nadu,sivaganga,630558,2,1,0
31-12-2025,tamil nadu,tenkasi,627805,0,2,0
31-12-2025,tamil nadu,tenkasi,627857,1,0,0
31-12-2025,tamil nadu,tenkasi,627860,1,0,0
31-12-2025,tamil nadu,thanjavur,612104,1,0,0
31-12-2025,tamil nadu,thanjavur,612303,0,1,0
31-12-2025,tamil nadu,thanjavur,612501,0,3,0
31-12-2025,tamil nadu,thanjavur,612502,1,1,0
31-12-2025,tamil nadu,thanjavur,612602,2,2,0
31-12-2025,tamil nadu,thanjavur,612702,1,1,0
31-12-2025,tamil nadu,thanjavur,613004,1,0,0
31-12-2025,tamil nadu,thanjavur,613010,2,0,0
31-12-2025,tamil nadu,thanjavur,613402,0,2,0
31-12-2025,tamil nadu,thanjavur,614204,0,2,0
31-12-2025,tamil nadu,thanjavur,614602,4,4,0
31-12-2025,tamil nadu,thanjavur,614802,2,0,0
31-12-2025,tamil nadu,thanjavur,614901,2,1,0
31-12-2025,tamil nadu,thanjavur,614903,1,1,0
31-12-2025,tamil nadu,thanjavur,614906,1,0,0
31-12-2025,tamil nadu,nilgiris,643207,3,1,0
31-12-2025,tamil nadu,nilgiris,643209,2,0,0
31-12-2025,tamil nadu,nilgiris,643216,1,0,0
31-12-2025,tamil nadu,nilgiris,643220,2,0,0
31-12-2025,tamil nadu,nilgiris,643228,1,0,0
31-12-2025,tamil nadu,theni,625515,0,4,0
31-12-2025,tamil nadu,theni,625521,2,0,0
31-12-2025,tamil nadu,theni,625540,0,2,0
31-12-2025,tamil nadu,theni,625562,1,2,0
31-12-2025,tamil nadu,theni,625602,4,0,0
31-12-2025,tamil nadu,thiruvallur,601205,1,0,0
31-12-2025,tamil nadu,thiruvallur,631210,0,1,0
31-12-2025,tamil nadu,thiruvarur,610101,2,1,0
31-12-2025,tamil nadu,thiruvarur,612803,1,0,0
31-12-2025,tamil nadu,thiruvarur,614015,0,1,0
31-12-2025,tamil nadu,thiruvarur,614706,1,1,0
31-12-2025,tamil nadu,thoothukkudi,628501,9,2,0
31-12-2025,tamil nadu,thoothukkudi,628502,10,2,0
31-12-2025,tamil nadu,thoothukkudi,628617,1,0,0
31-12-2025,tamil nadu,thoothukkudi,628702,0,1,0
31-12-2025,tamil nadu,thoothukkudi,628714,6,2,0
31-12-2025,tamil nadu,thoothukkudi,628720,1,0,0
31-12-2025,tamil nadu,tiruchirappalli,620009,4,1,0
31-12-2025,tamil nadu,tiruchirappalli,620014,0,2,0
31-12-2025,tamil nadu,tiruchirappalli,620018,1,0,0
31-12-2025,tamil nadu,tiruchirappalli,620026,1,1,0
31-12-2025,tamil nadu,tiruchirappalli,621007,1,0,0
31-12-2025,tamil nadu,tiruchirappalli,621009,6,2,0
31-12-2025,tamil nadu,tiruchirappalli,621012,1,0,0
31-12-2025,tamil nadu,tiruchirappalli,621111,0,1,0
31-12-2025,tamil nadu,tiruchirappalli,621210,1,0,0
31-12-2025,tamil nadu,tiruchirappalli,621214,1,0,0
31-12-2025,tamil nadu,tiruchirappalli,621302,3,2,0
31-12-2025,tamil nadu,tiruchirappalli,621305,2,4,0
31-12-2025,tamil nadu,tiruchirappalli,621308,2,2,0
31-12-2025,tamil nadu,tiruchirappalli,639115,1,0,0
31-12-2025,tamil nadu,tirunelveli,627005,8,0,0
31-12-2025,tamil nadu,tirunelveli,627105,1,0,0
31-12-2025,tamil nadu,tirunelveli,627108,3,0,0
31-12-2025,tamil nadu,tirunelveli,627109,1,1,0
31-12-2025,tamil nadu,tirunelveli,627115,1,0,0
31-12-2025,tamil nadu,tirunelveli,627120,0,1,0
31-12-2025,tamil nadu,tirunelveli,627130,0,1,0
31-12-2025,tamil nadu,tirunelveli,627152,1,0,0
31-12-2025,tamil nadu,tirunelveli,627401,2,0,0
31-12-2025,tamil nadu,tirunelveli,627418,2,0,0
31-12-2025,tamil nadu,tirunelveli,627423,1,0,0
31-12-2025,tamil nadu,tirunelveli,627501,1,0,0
31-12-2025,tamil nadu,tirunelveli,627602,1,0,0
31-12-2025,tamil nadu,tirunelveli,627760,1,0,0
31-12-2025,tamil nadu,tirunelveli,627803,1,0,0
31-12-2025,tamil nadu,tirunelveli,627806,0,1,0
31-12-2025,tamil nadu,tirunelveli,627809,1,0,0
31-12-2025,tamil nadu,tirunelveli,627851,2,0,0
31-12-2025,tamil nadu,tirupathur,635602,2,2,0
31-12-2025,tamil nadu,tirupathur,635802,1,0,0
31-12-2025,tamil nadu,tirupathur,635804,1,0,0
31-12-2025,tamil nadu,tirupathur,635807,1,0,0
31-12-2025,tamil nadu,tirupathur,635811,0,2,0
31-12-2025,tamil nadu,tiruppur,638701,3,3,0
31-12-2025,tamil nadu,tiruppur,638752,4,1,0
31-12-2025,tamil nadu,tiruppur,641602,2,0,0
31-12-2025,tamil nadu,tiruppur,641605,2,0,0
31-12-2025,tamil nadu,tiruppur,641606,2,0,0
31-12-2025,tamil nadu,tiruppur,641654,7,6,0
31-12-2025,tamil nadu,tiruppur,641664,2,2,0
31-12-2025,tamil nadu,tiruppur,641667,1,0,0
31-12-2025,tamil nadu,tiruppur,642203,2,0,0
31-12-2025,tamil nadu,tiruvannamalai,604502,0,1,0
31-12-2025,tamil nadu,tiruvannamalai,606603,2,0,0
31-12-2025,tamil nadu,tiruvannamalai,606611,5,0,0
31-12-2025,tamil nadu,tiruvannamalai,606708,6,2,0
31-12-2025,tamil nadu,tiruvannamalai,606709,3,0,0
31-12-2025,tamil nadu,tiruvannamalai,606752,3,0,0
31-12-2025,tamil nadu,tiruvannamalai,606753,6,0,0
31-12-2025,tamil nadu,tiruvannamalai,606754,2,0,0
31-12-2025,tamil nadu,tiruvannamalai,606801,2,0,0
31-12-2025,tamil nadu,vellore,631002,2,0,0
31-12-2025,tamil nadu,vellore,631052,2,3,0
31-12-2025,tamil nadu,vellore,631101,1,0,0
31-12-2025,tamil nadu,vellore,631151,1,0,0
31-12-2025,tamil nadu,vellore,632004,2,0,0
31-12-2025,tamil nadu,vellore,632012,1,0,0
31-12-2025,tamil nadu,vellore,632107,2,0,0
31-12-2025,tamil nadu,vellore,632318,2,0,0
31-12-2025,tamil nadu,vellore,632508,1,0,0
31-12-2025,tamil nadu,vellore,632602,3,3,0
31-12-2025,tamil nadu,vellore,635601,5,2,0
31-12-2025,tamil nadu,vellore,635602,0,1,0
31-12-2025,tamil nadu,vellore,635651,4,0,0
31-12-2025,tamil nadu,vellore,635754,2,0,0
31-12-2025,tamil nadu,vellore,635802,2,1,0
31-12-2025,tamil nadu,vellore,635804,2,0,0
31-12-2025,tamil nadu,vellore,635805,1,2,0
31-12-2025,tamil nadu,viluppuram,604201,3,0,0
31-12-2025,tamil nadu,viluppuram,604202,2,2,0
31-12-2025,tamil nadu,viluppuram,604208,1,1,0
31-12-2025,tamil nadu,viluppuram,604210,1,0,0
31-12-2025,tamil nadu,viluppuram,605103,2,0,0
31-12-2025,tamil nadu,viluppuram,605108,1,0,0
31-12-2025,tamil nadu,viluppuram,605201,0,3,0
31-12-2025,tamil nadu,viluppuram,605301,3,0,0
31-12-2025,tamil nadu,viluppuram,605501,1,0,0
31-12-2025,tamil nadu,viluppuram,605651,0,1,0
31-12-2025,tamil nadu,viluppuram,605751,2,0,0
31-12-2025,tamil nadu,viluppuram,607201,2,0,0
31-12-2025,tamil nadu,viluppuram,604001,4,1,0
31-12-2025,tamil nadu,viluppuram,605203,1,1,0
31-12-2025,tamil nadu,viluppuram,606205,0,1,0
31-12-2025,tamil nadu,viluppuram,606208,0,2,0
31-12-2025,tamil nadu,viluppuram,607202,0,1,0
31-12-2025,tamil nadu,virudhunagar,626112,2,1,0
31-12-2025,tamil nadu,virudhunagar,626113,1,0,0
31-12-2025,tamil nadu,virudhunagar,626123,3,1,0
31-12-2025,tamil nadu,virudhunagar,626129,2,1,0
31-12-2025,tamil nadu,virudhunagar,626142,1,0,0
31-12-2025,tamil nadu,virudhunagar,626189,8,1,0
31-12-2025,tamil nadu,virudhunagar,626201,1,0,0
31-12-2025,tamil nadu,virudhunagar,626203,2,3,0
31-12-2025,telangana,adilabad,504251,0,1,0
31-12-2025,telangana,adilabad,504273,1,0,0
31-12-2025,telangana,adilabad,504323,1,0,0
31-12-2025,telangana,hyderabad,500004,2,2,0
31-12-2025,telangana,hyderabad,500023,9,9,0
31-12-2025,telangana,hyderabad,500027,6,4,0
31-12-2025,telangana,hyderabad,500033,4,0,0
31-12-2025,telangana,hyderabad,500036,6,2,0
31-12-2025,telangana,hyderabad,500040,2,1,0
31-12-2025,telangana,hyderabad,500045,4,5,1
31-12-2025,telangana,hyderabad,500057,0,2,0
31-12-2025,telangana,hyderabad,500061,4,2,0
31-12-2025,telangana,hyderabad,500062,1,4,0
31-12-2025,telangana,hyderabad,500095,0,1,0
31-12-2025,telangana,hyderabad,500096,2,0,0
31-12-2025,telangana,jagtial,505415,1,0,0
31-12-2025,telangana,jagtial,505529,1,0,0
31-12-2025,telangana,jangaon,506224,1,0,0
31-12-2025,telangana,jangaon,506313,1,0,0
31-12-2025,telangana,jayashankar bhupalapally,506356,2,1,0
31-12-2025,telangana,jogulamba gadwal,509135,2,0,0
31-12-2025,telangana,kamareddy,503111,6,1,0
31-12-2025,telangana,kamareddy,503123,1,0,0
31-12-2025,telangana,karimnagar,505001,7,5,0
31-12-2025,telangana,karimnagar,505303,1,0,0
31-12-2025,telangana,karimnagar,505401,1,1,0
31-12-2025,telangana,karimnagar,505452,3,3,0
31-12-2025,telangana,karimnagar,505474,3,0,0
31-12-2025,telangana,khammam,507115,0,1,0
31-12-2025,telangana,khammam,507160,1,0,0
31-12-2025,telangana,khammam,507163,3,1,0
31-12-2025,telangana,khammam,507210,0,1,0
31-12-2025,telangana,khammam,507305,0,1,0
31-12-2025,telangana,komaram bheem,504296,6,1,0
31-12-2025,telangana,mahabubabad,506101,1,1,0
31-12-2025,telangana,mahabubabad,506135,3,0,0
31-12-2025,telangana,mahabubabad,506163,2,1,0
31-12-2025,telangana,mahabubnagar,509103,1,1,0
31-12-2025,telangana,mahabubnagar,509129,3,0,0
31-12-2025,telangana,mahabubnagar,509152,1,0,0
31-12-2025,telangana,mahabubnagar,509203,3,2,0
31-12-2025,telangana,mahabubnagar,509204,2,4,0
31-12-2025,telangana,mahabubnagar,509206,1,0,0
31-12-2025,telangana,mahabubnagar,509235,2,1,0
31-12-2025,telangana,mahabubnagar,509311,1,0,0
31-12-2025,telangana,mahabubnagar,509320,4,0,0
31-12-2025,telangana,mahabubnagar,509321,0,1,0
31-12-2025,telangana,mahabubnagar,509336,1,1,0
31-12-2025,telangana,mahabubnagar,509339,2,3,0
31-12-2025,telangana,mahabubnagar,509350,1,0,0
31-12-2025,telangana,mahabubnagar,509353,1,0,0
31-12-2025,telangana,mahabubnagar,509371,4,3,0
31-12-2025,telangana,mahabubnagar,509380,1,0,0
31-12-2025,telangana,mahabubnagar,509409,2,3,0
31-12-2025,telangana,mahabubnagar,509410,0,1,0
31-12-2025,telangana,mancherial,504204,0,1,0
31-12-2025,telangana,mancherial,504208,4,1,0
31-12-2025,telangana,mancherial,504209,0,1,0
31-12-2025,telangana,mancherial,504214,5,1,0
31-12-2025,telangana,mancherial,504231,0,1,0
31-12-2025,telangana,medak,502032,2,1,0
31-12-2025,telangana,medak,502109,1,0,0
31-12-2025,telangana,medak,502117,1,0,0
31-12-2025,telangana,medak,502210,0,1,0
31-12-2025,telangana,medak,502220,2,1,0
31-12-2025,telangana,medak,502221,2,0,0
31-12-2025,telangana,medak,502248,2,0,0
31-12-2025,telangana,medak,502257,1,0,0
31-12-2025,telangana,medak,502269,2,1,0
31-12-2025,telangana,medak,502280,2,0,0
31-12-2025,telangana,medak,502291,2,1,0
31-12-2025,telangana,medak,502295,1,0,0
31-12-2025,telangana,medak,502296,4,1,0
31-12-2025,telangana,medak,502301,1,0,0
31-12-2025,telangana,medak,502306,0,1,0
31-12-2025,telangana,medak,502334,2,2,0
31-12-2025,telangana,mulugu,506344,1,1,0
31-12-2025,telangana,mulugu,506345,1,0,0
31-12-2025,telangana,nagarkurnool,509102,2,2,0
31-12-2025,telangana,nagarkurnool,509206,1,0,0
31-12-2025,telangana,nalgonda,508101,2,0,0
31-12-2025,telangana,nalgonda,508114,2,0,0
31-12-2025,telangana,nalgonda,508116,2,0,0
31-12-2025,telangana,nalgonda,508204,0,2,0
31-12-2025,telangana,nalgonda,508243,3,5,0
31-12-2025,telangana,nalgonda,508253,1,0,0
31-12-2025,telangana,nalgonda,508256,3,1,0
31-12-2025,telangana,nalgonda,508286,1,0,0
31-12-2025,telangana,narayanpet,509371,1,0,0
31-12-2025,telangana,nizamabad,503002,3,0,0
31-12-2025,telangana,nizamabad,503120,2,0,0
31-12-2025,telangana,nizamabad,503202,1,1,0
31-12-2025,telangana,nizamabad,503206,1,1,0
31-12-2025,telangana,nizamabad,503212,3,0,0
31-12-2025,telangana,nizamabad,503219,0,1,0
31-12-2025,telangana,nizamabad,503225,1,0,0
31-12-2025,telangana,nizamabad,503230,1,1,0
31-12-2025,telangana,nizamabad,503302,3,1,0
31-12-2025,telangana,nizamabad,503307,2,2,0
31-12-2025,telangana,nizamabad,503311,4,1,0
31-12-2025,telangana,peddapalli,505153,0,1,0
31-12-2025,telangana,rajanna sircilla,505301,3,0,0
31-12-2025,telangana,rajanna sircilla,505307,1,0,0
31-12-2025,telangana,rajanna sircilla,505402,1,0,0
31-12-2025,telangana,rajanna sircilla,505403,2,0,0
31-12-2025,telangana,rajanna sircilla,505404,4,1,0
31-12-2025,telangana,sangareddy,502221,0,1,0
31-12-2025,telangana,sangareddy,502285,1,0,0
31-12-2025,telangana,sangareddy,502318,0,1,0
31-12-2025,telangana,siddipet,502102,3,0,0
31-12-2025,telangana,siddipet,502276,1,0,0
31-12-2025,telangana,siddipet,502281,2,0,0
31-12-2025,telangana,siddipet,505466,1,0,0
31-12-2025,telangana,siddipet,506223,4,0,0
31-12-2025,telangana,suryapet,508201,1,0,0
31-12-2025,telangana,suryapet,508204,4,1,0
31-12-2025,telangana,suryapet,508212,1,0,0
31-12-2025,telangana,vikarabad,501142,1,3,0
31-12-2025,telangana,vikarabad,501203,0,1,0
31-12-2025,telangana,vikarabad,501501,3,1,0
31-12-2025,telangana,vikarabad,509338,1,0,0
31-12-2025,telangana,warangal rural,506314,1,1,0
31-12-2025,telangana,warangal urban,506001,1,0,0
31-12-2025,telangana,yadadri bhuvanagiri,508111,3,0,0
31-12-2025,telangana,yadadri bhuvanagiri,508277,2,1,0
31-12-2025,telangana,yadadri bhuvanagiri,508284,1,0,0
31-12-2025,tripura,dhalai,799286,2,2,0
31-12-2025,tripura,gomati,799104,1,1,0
31-12-2025,tripura,gomati,799114,4,4,0
31-12-2025,tripura,khowai,799203,0,1,0
31-12-2025,tripura,khowai,799205,0,4,0
31-12-2025,tripura,north tripura,799260,0,3,0
31-12-2025,tripura,south tripura,799156,0,1,0
31-12-2025,tripura,unokoti,799264,0,7,0
31-12-2025,tripura,unokoti,799279,1,1,0
31-12-2025,tripura,unokoti,799280,2,0,1
31-12-2025,tripura,unokoti,799281,1,0,0
31-12-2025,tripura,unokoti,799290,1,2,0
31-12-2025,tripura,west tripura,799003,1,1,0
31-12-2025,tripura,west tripura,799004,0,4,0
31-12-2025,tripura,west tripura,799008,0,2,0
31-12-2025,tripura,west tripura,799115,1,1,0
31-12-2025,tripura,west tripura,799201,1,3,0
31-12-2025,tripura,west tripura,799205,0,2,0
31-12-2025,tripura,west tripura,799210,0,2,0
31-12-2025,tripura,west tripura,799212,0,1,0
31-12-2025,uttar pradesh,agra,283104,10,12,0
31-12-2025,uttar pradesh,agra,283124,5,6,0
31-12-2025,uttar pradesh,agra,283125,30,26,0
31-12-2025,uttar pradesh,aligarh,202121,8,6,1
31-12-2025,uttar pradesh,aligarh,202125,16,6,1
31-12-2025,uttar pradesh,aligarh,202126,6,5,0
31-12-2025,uttar pradesh,aligarh,202133,8,12,1
31-12-2025,uttar pradesh,aligarh,202134,1,8,0
31-12-2025,uttar pradesh,aligarh,202138,2,8,0
31-12-2025,uttar pradesh,aligarh,202140,2,4,0
31-12-2025,uttar pradesh,aligarh,202143,1,1,0
31-12-2025,uttar pradesh,aligarh,202145,1,1,0
31-12-2025,uttar pradesh,aligarh,202150,5,0,0
31-12-2025,uttar pradesh,aligarh,204101,1,0,0
31-12-2025,uttar pradesh,prayagraj,211013,3,6,0
31-12-2025,uttar pradesh,prayagraj,212107,8,7,0
31-12-2025,uttar pradesh,prayagraj,212108,5,5,0
31-12-2025,uttar pradesh,prayagraj,212303,15,7,0
31-12-2025,uttar pradesh,prayagraj,228411,3,1,0
31-12-2025,uttar pradesh,ambedkar nagar,224143,4,6,0
31-12-2025,uttar pradesh,ambedkar nagar,224145,9,6,0
31-12-2025,uttar pradesh,ambedkar nagar,224155,0,5,0
31-12-2025,uttar pradesh,ambedkar nagar,224168,8,4,0
31-12-2025,uttar pradesh,amethi,227405,6,6,0
31-12-2025,uttar pradesh,amethi,227408,1,4,0
31-12-2025,uttar pradesh,amethi,227412,0,8,0
31-12-2025,uttar pradesh,amethi,227801,9,11,0
31-12-2025,uttar pradesh,amethi,227817,1,4,0
31-12-2025,uttar pradesh,amethi,228159,5,9,0
31-12-2025,uttar pradesh,amethi,229304,4,5,0
31-12-2025,uttar pradesh,amethi,229801,0,3,0
31-12-2025,uttar pradesh,amethi,229802,3,1,0
31-12-2025,uttar pradesh,amroha,244102,2,4,1
31-12-2025,uttar pradesh,amroha,244241,55,26,0
31-12-2025,uttar pradesh,ayodhya,224234,1,0,0
31-12-2025,uttar pradesh,azamgarh,276001,10,26,0
31-12-2025,uttar pradesh,azamgarh,276121,7,10,0
31-12-2025,uttar pradesh,azamgarh,276122,0,10,0
31-12-2025,uttar pradesh,azamgarh,276126,0,9,0
31-12-2025,uttar pradesh,azamgarh,276137,0,8,0
31-12-2025,uttar pradesh,azamgarh,276138,1,10,0
31-12-2025,uttar pradesh,azamgarh,276201,4,9,1
31-12-2025,uttar pradesh,azamgarh,276304,2,14,2
31-12-2025,uttar pradesh,azamgarh,276404,8,22,0
31-12-2025,uttar pradesh,baghpat,250101,2,21,0
31-12-2025,uttar pradesh,baghpat,250602,0,1,0
31-12-2025,uttar pradesh,baghpat,250611,25,25,0
31-12-2025,uttar pradesh,baghpat,250621,1,1,0
31-12-2025,uttar pradesh,baghpat,250626,9,5,0
31-12-2025,uttar pradesh,bahraich,271851,11,18,1
31-12-2025,uttar pradesh,bahraich,271870,2,10,2
31-12-2025,uttar pradesh,bahraich,271901,10,11,1
31-12-2025,uttar pradesh,bahraich,271903,27,49,3
31-12-2025,uttar pradesh,bahraich,271904,5,15,0
31-12-2025,uttar pradesh,ballia,221715,5,18,0
31-12-2025,uttar pradesh,ballia,221716,1,3,0
31-12-2025,uttar pradesh,ballia,221717,2,14,0
31-12-2025,uttar pradesh,ballia,221718,1,4,0
31-12-2025,uttar pradesh,ballia,277204,2,7,0
31-12-2025,uttar pradesh,ballia,277216,0,7,0
31-12-2025,uttar pradesh,ballia,277301,1,1,0
31-12-2025,uttar pradesh,ballia,277403,1,3,0
31-12-2025,uttar pradesh,ballia,277504,1,2,0
31-12-2025,uttar pradesh,balrampur,271205,8,24,1
31-12-2025,uttar pradesh,balrampur,271210,6,30,0
31-12-2025,uttar pradesh,balrampur,271604,9,45,3
31-12-2025,uttar pradesh,balrampur,271861,11,10,0
31-12-2025,uttar pradesh,banda,210121,13,12,0
31-12-2025,uttar pradesh,banda,210202,4,6,1
31-12-2025,uttar pradesh,barabanki,225119,4,2,0
31-12-2025,uttar pradesh,barabanki,225124,1,0,0
31-12-2025,uttar pradesh,barabanki,225202,1,2,0
31-12-2025,uttar pradesh,barabanki,225302,3,5,0
31-12-2025,uttar pradesh,barabanki,225403,13,5,0
31-12-2025,uttar pradesh,barabanki,225404,3,1,0
31-12-2025,uttar pradesh,barabanki,227301,6,6,1
31-12-2025,uttar pradesh,barabanki,225414,1,0,0
31-12-2025,uttar pradesh,bareilly,243005,5,12,1
31-12-2025,uttar pradesh,bareilly,243122,14,18,0
31-12-2025,uttar pradesh,bareilly,243202,19,11,1
31-12-2025,uttar pradesh,bareilly,243505,59,26,2
31-12-2025,uttar pradesh,basti,271305,1,0,0
31-12-2025,uttar pradesh,basti,272001,7,13,0
31-12-2025,uttar pradesh,basti,272124,4,12,0
31-12-2025,uttar pradesh,basti,272127,3,12,0
31-12-2025,uttar pradesh,basti,272151,3,14,1
31-12-2025,uttar pradesh,basti,272155,14,27,1
31-12-2025,uttar pradesh,basti,272182,2,6,0
31-12-2025,uttar pradesh,basti,272194,1,21,1
31-12-2025,uttar pradesh,basti,272271,0,1,0
31-12-2025,uttar pradesh,bhadohi,221406,1,0,0
31-12-2025,uttar pradesh,bijnor,246722,26,4,1
31-12-2025,uttar pradesh,bijnor,246723,4,2,0
31-12-2025,uttar pradesh,bijnor,246733,16,6,0
31-12-2025,uttar pradesh,bijnor,246734,18,17,0
31-12-2025,uttar pradesh,bijnor,246765,0,2,0
31-12-2025,uttar pradesh,budaun,243630,8,5,0
31-12-2025,uttar pradesh,budaun,243634,8,5,0
31-12-2025,uttar pradesh,budaun,243636,3,3,0
31-12-2025,uttar pradesh,bulandshahr,202392,1,9,0
31-12-2025,uttar pradesh,bulandshahr,202394,25,33,1
31-12-2025,uttar pradesh,bulandshahr,202398,9,17,0
31-12-2025,uttar pradesh,bulandshahr,203397,1,0,0
31-12-2025,uttar pradesh,bulandshahr,203408,2,0,0
31-12-2025,uttar pradesh,bulandshahr,245407,2,1,0
31-12-2025,uttar pradesh,bulandshahr,245408,16,23,0
31-12-2025,uttar pradesh,bulandshahr,245412,6,14,0
31-12-2025,uttar pradesh,chandauli,221008,4,3,0
31-12-2025,uttar pradesh,chandauli,221110,2,1,0
31-12-2025,uttar pradesh,chandauli,232104,14,17,0
31-12-2025,uttar pradesh,chandauli,232106,14,19,1
