date,state,district,pincode,demo_age_5_17,demo_age_17_
15-12-2025,west bengal,purba medinipur,721449,2,2
15-12-2025,west bengal,purba medinipur,721453,0,1
15-12-2025,west bengal,purba medinipur,721455,1,3
15-12-2025,west bengal,purba medinipur,721456,1,11
15-12-2025,west bengal,purba medinipur,721463,0,1
15-12-2025,west bengal,purba medinipur,721601,1,10
15-12-2025,west bengal,purba medinipur,721626,0,4
15-12-2025,west bengal,purba medinipur,721628,2,14
15-12-2025,west bengal,purba medinipur,721630,0,1
15-12-2025,west bengal,purba medinipur,721631,4,20
15-12-2025,west bengal,purba medinipur,721634,0,2
15-12-2025,west bengal,purba medinipur,721651,0,6
15-12-2025,west bengal,purba medinipur,721657,0,5
15-12-2025,west bengal,purba medinipur,721666,0,3
15-12-2025,west bengal,purba medinipur,721668,0,2
15-12-2025,west bengal,purulia,723101,1,17
15-12-2025,west bengal,purulia,723121,1,4
15-12-2025,west bengal,purulia,723151,0,2
15-12-2025,west bengal,purulia,723153,0,1
15-12-2025,west bengal,purulia,722153,0,1
15-12-2025,west bengal,purulia,723101,5,65
15-12-2025,west bengal,purulia,723103,3,24
15-12-2025,west bengal,purulia,723143,4,32
15-12-2025,west bengal,purulia,723157,0,3
15-12-2025,west bengal,purulia,723214,0,14
15-12-2025,west bengal,south 24 parganas,700061,0,8
15-12-2025,west bengal,south 24 parganas,700096,1,2
15-12-2025,west bengal,south 24 parganas,700154,3,9
15-12-2025,west bengal,south 24 parganas,743318,2,29
15-12-2025,west bengal,south 24 parganas,743329,16,119
15-12-2025,west bengal,south 24 parganas,743336,4,23
15-12-2025,west bengal,south 24 parganas,743345,1,1
15-12-2025,west bengal,south 24 parganas,743348,0,21
15-12-2025,west bengal,south 24 parganas,743354,5,43
15-12-2025,west bengal,south 24 parganas,743355,0,56
15-12-2025,west bengal,south 24 parganas,743368,8,85
15-12-2025,west bengal,south 24 parganas,743384,0,4
15-12-2025,west bengal,south 24 parganas,743399,5,24
15-12-2025,west bengal,south 24 parganas,743503,9,45
15-12-2025,west bengal,dakshin dinajpur,733124,0,10
15-12-2025,west bengal,dakshin dinajpur,733133,0,1
15-12-2025,west bengal,dakshin dinajpur,733145,0,5
15-12-2025,west bengal,south 24 parganas,700082,0,4
15-12-2025,west bengal,south 24 parganas,743312,0,14
15-12-2025,west bengal,south 24 parganas,743329,0,10
15-12-2025,west bengal,south 24 parganas,743332,1,10
15-12-2025,west bengal,south 24 parganas,743383,1,26
15-12-2025,west bengal,south 24 parganas,743390,0,1
15-12-2025,west bengal,south 24 parganas,743610,0,1
15-12-2025,west bengal,uttar dinajpur,733125,1,0
15-12-2025,west bengal,uttar dinajpur,733129,10,96
15-12-2025,west bengal,uttar dinajpur,733134,11,104
15-12-2025,west bengal,uttar dinajpur,733143,3,30
15-12-2025,west bengal,uttar dinajpur,733150,0,6
15-12-2025,west bengal,uttar dinajpur,733157,4,3
15-12-2025,west bengal,paschim medinipur,721150,0,8
15-12-2025,west bengal,paschim medinipur,721424,0,1
15-12-2025,west bengal,paschim medinipur,721436,0,5
15-12-2025,west bengal,hooghly,712415,0,3
15-12-2025,andhra pradesh,chittoor,517520,0,1
15-12-2025,west bengal,south 24 parganas,743368,0,1
25-11-2025,andhra pradesh,kurnool,518347,1,5
25-11-2025,andhra pradesh,kurnool,518385,1,3
25-11-2025,andhra pradesh,kurnool,518390,1,5
25-11-2025,andhra pradesh,kurnool,518533,4,1
25-11-2025,andhra pradesh,kurnool,518563,1,3
25-11-2025,andhra pradesh,kurnool,518573,2,3
25-11-2025,andhra pradesh,kurnool,518583,0,1
25-11-2025,andhra pradesh,kurnool,518594,0,1
25-11-2025,andhra pradesh,kurnool,518674,0,2
25-11-2025,telangana,medak,502102,0,3
25-11-2025,telangana,medak,502110,0,1
25-11-2025,telangana,nalgonda,508001,0,3
25-11-2025,telangana,nalgonda,508111,0,1
25-11-2025,telangana,nalgonda,508201,0,1
25-11-2025,telangana,nalgonda,508213,0,2
25-11-2025,andhra pradesh,s.p.s. nellore,524001,2,6
25-11-2025,andhra pradesh,s.p.s. nellore,524101,1,6
25-11-2025,andhra pradesh,s.p.s. nellore,524137,0,2
25-11-2025,andhra pradesh,s.p.s. nellore,524222,0,1
25-11-2025,andhra pradesh,s.p.s. nellore,524225,0,1
25-11-2025,andhra pradesh,s.p.s. nellore,524313,0,2
25-11-2025,andhra pradesh,s.p.s. nellore,524314,1,1
25-11-2025,andhra pradesh,s.p.s. nellore,524320,0,1
25-11-2025,andhra pradesh,s.p.s. nellore,524344,0,1
25-11-2025,andhra pradesh,s.p.s. nellore,524402,2,0
25-11-2025,andhra pradesh,s.p.s. nellore,524403,0,2
25-11-2025,andhra pradesh,s.p.s. nellore,524408,2,7
25-11-2025,andhra pradesh,s.p.s. nellore,524413,0,3
25-11-2025,telangana,nizamabad,503307,0,2
25-11-2025,andhra pradesh,prakasam,523101,3,6
25-11-2025,andhra pradesh,prakasam,523108,4,3
25-11-2025,andhra pradesh,prakasam,523109,0,2
25-11-2025,andhra pradesh,prakasam,523110,2,1
25-11-2025,andhra pradesh,prakasam,523166,0,1
25-11-2025,andhra pradesh,prakasam,523211,0,2
25-11-2025,andhra pradesh,prakasam,523213,1,2
25-11-2025,andhra pradesh,prakasam,523230,1,8
25-11-2025,andhra pradesh,prakasam,523240,2,1
25-11-2025,andhra pradesh,prakasam,523241,4,1
25-11-2025,andhra pradesh,prakasam,523245,0,2
25-11-2025,andhra pradesh,prakasam,523260,3,2
25-11-2025,andhra pradesh,prakasam,523272,0,5
25-11-2025,andhra pradesh,prakasam,523301,2,2
25-11-2025,andhra pradesh,prakasam,523303,1,2
25-11-2025,andhra pradesh,prakasam,523315,1,0
25-11-2025,andhra pradesh,prakasam,523316,0,5
25-11-2025,andhra pradesh,prakasam,523331,1,6
25-11-2025,andhra pradesh,prakasam,523357,1,5
25-11-2025,andhra pradesh,prakasam,523368,1,3
25-11-2025,andhra pradesh,s.p.s. nellore,523114,0,3
25-11-2025,andhra pradesh,s.p.s. nellore,523116,0,1
25-11-2025,andhra pradesh,s.p.s. nellore,523281,1,0
25-11-2025,andhra pradesh,s.p.s. nellore,523292,0,1
25-11-2025,andhra pradesh,s.p.s. nellore,524005,0,3
25-11-2025,andhra pradesh,s.p.s. nellore,524223,0,1
25-11-2025,andhra pradesh,s.p.s. nellore,524227,0,1
25-11-2025,andhra pradesh,s.p.s. nellore,524314,0,3
25-11-2025,andhra pradesh,s.p.s. nellore,524318,0,1
25-11-2025,andhra pradesh,s.p.s. nellore,524322,1,3
25-11-2025,andhra pradesh,s.p.s. nellore,524341,0,1
25-11-2025,andhra pradesh,s.p.s. nellore,524343,0,3
25-11-2025,andhra pradesh,s.p.s. nellore,524345,0,5
25-11-2025,andhra pradesh,srikakulam,532185,1,11
25-11-2025,andhra pradesh,srikakulam,532195,3,3
25-11-2025,andhra pradesh,srikakulam,532213,4,3
25-11-2025,andhra pradesh,srikakulam,532290,1,4
25-11-2025,andhra pradesh,srikakulam,532292,3,1
25-11-2025,andhra pradesh,srikakulam,532404,2,3
25-11-2025,andhra pradesh,srikakulam,532426,1,0
25-11-2025,andhra pradesh,srikakulam,532427,0,2
25-11-2025,andhra pradesh,srikakulam,532430,2,5
25-11-2025,andhra pradesh,srikakulam,532432,0,1
25-11-2025,andhra pradesh,srikakulam,532458,0,7
25-11-2025,andhra pradesh,srikakulam,532461,2,0
25-11-2025,andhra pradesh,visakhapatnam,530005,0,1
25-11-2025,andhra pradesh,visakhapatnam,530011,1,10
25-11-2025,andhra pradesh,visakhapatnam,530017,3,10
25-11-2025,andhra pradesh,visakhapatnam,530041,1,8
25-11-2025,andhra pradesh,visakhapatnam,530046,1,10
25-11-2025,andhra pradesh,visakhapatnam,530047,0,8
25-11-2025,andhra pradesh,visakhapatnam,530051,1,8
25-11-2025,andhra pradesh,visakhapatnam,531033,1,3
25-11-2025,andhra pradesh,visakhapatnam,531034,0,1
25-11-2025,andhra pradesh,visakhapatnam,531055,1,4
25-11-2025,andhra pradesh,visakhapatnam,531061,0,2
25-11-2025,andhra pradesh,visakhapatnam,531219,2,3
25-11-2025,andhra pradesh,vizianagaram,531162,0,1
25-11-2025,andhra pradesh,vizianagaram,532122,1,1
25-11-2025,andhra pradesh,vizianagaram,532127,0,3
25-11-2025,andhra pradesh,vizianagaram,535002,2,19
25-11-2025,andhra pradesh,vizianagaram,535161,1,4
25-11-2025,andhra pradesh,vizianagaram,535217,2,9
25-11-2025,andhra pradesh,vizianagaram,535221,0,2
25-11-2025,andhra pradesh,vizianagaram,535281,1,0
25-11-2025,andhra pradesh,vizianagaram,535547,1,0
25-11-2025,andhra pradesh,vizianagaram,535557,0,1
25-11-2025,andhra pradesh,vizianagaram,535573,1,1
25-11-2025,andhra pradesh,west godavari,507135,0,1
25-11-2025,andhra pradesh,west godavari,534001,5,10
25-11-2025,andhra pradesh,west godavari,534101,3,9
25-11-2025,andhra pradesh,west godavari,534126,0,1
25-11-2025,andhra pradesh,west godavari,534166,0,2
25-11-2025,andhra pradesh,west godavari,534186,1,2
25-11-2025,andhra pradesh,west godavari,534195,0,1
25-11-2025,andhra pradesh,west godavari,534209,0,2
25-11-2025,andhra pradesh,west godavari,534210,0,2
25-11-2025,andhra pradesh,west godavari,534218,0,2
25-11-2025,andhra pradesh,west godavari,534225,0,1
25-11-2025,andhra pradesh,west godavari,534265,0,2
25-11-2025,andhra pradesh,west godavari,534275,2,5
25-11-2025,andhra pradesh,west godavari,534280,1,4
25-11-2025,andhra pradesh,west godavari,534281,1,5
25-11-2025,andhra pradesh,west godavari,534302,0,1
25-11-2025,andhra pradesh,west godavari,534312,0,4
25-11-2025,andhra pradesh,west godavari,534326,1,3
25-11-2025,andhra pradesh,west godavari,534406,3,1
25-11-2025,andhra pradesh,west godavari,534411,0,1
25-11-2025,andhra pradesh,west godavari,534448,0,1
25-11-2025,andhra pradesh,west godavari,534449,1,4
25-11-2025,andhra pradesh,west godavari,534451,0,1
25-11-2025,andhra pradesh,y.s.r. kadapa,516360,0,18
25-11-2025,andhra pradesh,y.s.r. kadapa,516390,0,3
25-11-2025,andhra pradesh,y.s.r. kadapa,516431,0,1
25-11-2025,andhra pradesh,y.s.r. kadapa,516434,1,5
25-11-2025,arunachal pradesh,changlang,792056,3,3
25-11-2025,arunachal pradesh,kra daadi,791118,0,1
25-11-2025,arunachal pradesh,kurung kumey,791118,0,1
25-11-2025,arunachal pradesh,papum pare,791111,0,4
25-11-2025,arunachal pradesh,shi yomi,791003,0,3
25-11-2025,arunachal pradesh,tawang,790104,0,1
25-11-2025,arunachal pradesh,west kameng,790001,1,1
25-11-2025,assam,baksa,781315,0,3
25-11-2025,assam,baksa,781327,0,7
25-11-2025,assam,baksa,781333,0,2
25-11-2025,assam,baksa,781368,0,3
25-11-2025,assam,barpeta,781307,0,4
25-11-2025,assam,barpeta,781315,0,4
25-11-2025,assam,barpeta,781317,0,3
25-11-2025,assam,barpeta,781326,0,1
25-11-2025,assam,barpeta,781352,0,5
25-11-2025,assam,barpeta,781355,0,1
25-11-2025,assam,biswanath,784169,1,1
25-11-2025,assam,biswanath,784174,0,2
25-11-2025,assam,bongaigaon,783380,1,18
25-11-2025,assam,bongaigaon,783383,0,3
25-11-2025,assam,cachar,788002,2,9
25-11-2025,assam,cachar,788003,0,6
25-11-2025,assam,cachar,788009,0,5
25-11-2025,assam,cachar,788013,0,5
25-11-2025,assam,cachar,788014,0,2
25-11-2025,assam,cachar,788015,0,3
25-11-2025,assam,cachar,788030,2,5
25-11-2025,assam,cachar,788103,1,2
25-11-2025,assam,cachar,788111,0,1
25-11-2025,assam,cachar,788805,2,4
25-11-2025,assam,charaideo,785689,0,6
25-11-2025,assam,darrang,784148,0,2
25-11-2025,assam,darrang,784514,0,3
25-11-2025,assam,darrang,784525,0,1
25-11-2025,assam,darrang,784529,0,1
25-11-2025,assam,dhemaji,786110,1,0
25-11-2025,assam,dhemaji,787058,0,2
25-11-2025,assam,dhemaji,787060,0,10
25-11-2025,assam,dhubri,783331,1,7
25-11-2025,assam,dhubri,783335,1,14
25-11-2025,assam,dhubri,783371,0,10
25-11-2025,assam,dhubri,783376,0,2
25-11-2025,assam,dibrugarh,785675,0,4
25-11-2025,assam,dibrugarh,786001,0,9
25-11-2025,assam,dibrugarh,786003,0,9
25-11-2025,assam,dibrugarh,786103,0,1
25-11-2025,assam,dibrugarh,786610,0,3
25-11-2025,assam,goalpara,783101,2,20
25-11-2025,assam,goalpara,783120,2,10
25-11-2025,assam,goalpara,783330,0,5
25-11-2025,assam,golaghat,785612,0,2
25-11-2025,assam,golaghat,785702,1,4
25-11-2025,assam,hailakandi,788150,0,4
25-11-2025,assam,hailakandi,788152,1,5
25-11-2025,assam,hailakandi,788164,0,3
25-11-2025,assam,hailakandi,788801,0,4
25-11-2025,assam,hailakandi,788802,0,4
25-11-2025,assam,hojai,782429,0,1
25-11-2025,assam,hojai,782440,2,5
25-11-2025,assam,jorhat,785001,0,7
25-11-2025,assam,jorhat,785004,0,1
25-11-2025,assam,jorhat,785104,0,2
25-11-2025,assam,jorhat,785105,0,2
25-11-2025,assam,jorhat,785635,0,1
25-11-2025,assam,kamrup,781011,0,1
25-11-2025,assam,kamrup,781104,0,3
25-11-2025,assam,kamrup,781354,0,2
25-11-2025,assam,kamrup,781366,0,2
25-11-2025,assam,kamrup metropolitan,781001,0,4
25-11-2025,assam,kamrup metropolitan,781003,0,3
25-11-2025,assam,kamrup metropolitan,781014,0,3
25-11-2025,assam,kamrup metropolitan,781015,0,1
25-11-2025,assam,kamrup metropolitan,781017,0,3
25-11-2025,assam,kamrup metropolitan,781019,0,1
25-11-2025,assam,kamrup metropolitan,781034,0,2
25-11-2025,assam,kamrup metropolitan,781038,0,3
25-11-2025,assam,kamrup metropolitan,781040,0,5
25-11-2025,assam,karbi anglong,782481,0,2
25-11-2025,assam,karimganj,788156,0,1
25-11-2025,assam,karimganj,788166,0,3
25-11-2025,assam,karimganj,788722,0,3
25-11-2025,assam,kokrajhar,783333,0,2
25-11-2025,assam,kokrajhar,783345,0,1
25-11-2025,assam,kokrajhar,783360,1,9
25-11-2025,assam,lakhimpur,784160,0,6
25-11-2025,assam,lakhimpur,784161,0,3
25-11-2025,assam,lakhimpur,784163,0,2
25-11-2025,assam,lakhimpur,787001,0,5
25-11-2025,assam,majuli,785104,0,2
25-11-2025,assam,majuli,785105,0,1
25-11-2025,assam,morigaon,782106,0,6
25-11-2025,assam,morigaon,782127,1,2
25-11-2025,assam,morigaon,782425,0,1
25-11-2025,assam,nagaon,782102,0,1
25-11-2025,assam,nagaon,782139,1,1
25-11-2025,assam,nagaon,782140,0,5
25-11-2025,assam,nagaon,782426,0,8
25-11-2025,assam,nalbari,781310,0,2
25-11-2025,assam,nalbari,781338,0,2
25-11-2025,assam,nalbari,781369,0,5
25-11-2025,assam,sivasagar,785640,0,9
25-11-2025,assam,sivasagar,785671,1,1
25-11-2025,assam,sivasagar,785672,1,1
25-11-2025,assam,sivasagar,785683,0,1
25-11-2025,assam,sonitpur,784028,0,1
25-11-2025,assam,sonitpur,784102,1,1
25-11-2025,assam,sonitpur,784184,0,1
25-11-2025,assam,tinsukia,786179,0,1
25-11-2025,assam,tinsukia,786188,0,2
25-11-2025,assam,tinsukia,786601,0,2
25-11-2025,assam,udalguri,784113,0,2
25-11-2025,assam,udalguri,784509,0,4
25-11-2025,bihar,araria,854312,0,11
25-11-2025,bihar,araria,854331,0,5
25-11-2025,bihar,arwal,804419,2,11
25-11-2025,bihar,arwal,824127,0,3
25-11-2025,bihar,arwal,824235,0,1
25-11-2025,bihar,aurangabad,824112,0,2
25-11-2025,bihar,aurangabad,824113,0,7
25-11-2025,bihar,aurangabad,824123,1,5
25-11-2025,bihar,aurangabad,824205,1,0
25-11-2025,bihar,aurangabad,824208,0,4
25-11-2025,bihar,banka,813102,1,12
25-11-2025,bihar,banka,813109,0,2
25-11-2025,bihar,banka,813205,2,5
25-11-2025,bihar,begusarai,848202,1,6
25-11-2025,bihar,begusarai,851111,0,3
25-11-2025,bihar,begusarai,851118,0,5
25-11-2025,bihar,begusarai,851126,0,3
25-11-2025,bihar,begusarai,851131,0,5
25-11-2025,bihar,begusarai,851135,0,5
25-11-2025,bihar,begusarai,851210,0,2
25-11-2025,bihar,bhagalpur,812004,3,5
25-11-2025,bihar,bhagalpur,812006,2,13
25-11-2025,bihar,bhagalpur,813113,1,2
25-11-2025,bihar,bhagalpur,813222,0,14
25-11-2025,bihar,bhojpur,802112,1,3
25-11-2025,bihar,bhojpur,802160,0,2
25-11-2025,bihar,bhojpur,802161,3,10
25-11-2025,bihar,bhojpur,802163,2,6
25-11-2025,bihar,bhojpur,802201,2,9
25-11-2025,bihar,bhojpur,802208,0,7
25-11-2025,bihar,bhojpur,802313,0,11
25-11-2025,bihar,bhojpur,802316,0,4
25-11-2025,bihar,buxar,802102,0,2
25-11-2025,bihar,buxar,802112,0,6
25-11-2025,bihar,buxar,802122,0,5
25-11-2025,bihar,buxar,802125,0,4
25-11-2025,bihar,buxar,802130,1,3
25-11-2025,bihar,darbhanga,846004,0,14
25-11-2025,bihar,darbhanga,846005,0,7
25-11-2025,bihar,darbhanga,847103,0,8
25-11-2025,bihar,darbhanga,847115,2,2
25-11-2025,bihar,darbhanga,847201,6,11
25-11-2025,bihar,darbhanga,847203,4,13
25-11-2025,bihar,east champaran,845406,1,3
25-11-2025,bihar,east champaran,845423,2,4
25-11-2025,bihar,east champaran,845431,0,1
25-11-2025,bihar,east champaran,845432,1,5
25-11-2025,bihar,east champaran,845437,3,19
25-11-2025,bihar,east champaran,855456,0,2
25-11-2025,bihar,gaya,803116,0,2
25-11-2025,bihar,gaya,824208,0,1
25-11-2025,bihar,gaya,824236,3,21
25-11-2025,bihar,gopalganj,841243,1,2
25-11-2025,bihar,gopalganj,841407,0,2
25-11-2025,bihar,gopalganj,841413,0,3
25-11-2025,bihar,gopalganj,841420,1,2
25-11-2025,bihar,gopalganj,841428,0,15
25-11-2025,bihar,gopalganj,841438,2,7
25-11-2025,bihar,gopalganj,841440,0,5
25-11-2025,bihar,gopalganj,841501,1,10
25-11-2025,bihar,gopalganj,841505,1,4
25-11-2025,bihar,jamui,811305,0,11
25-11-2025,bihar,jamui,811308,4,7
25-11-2025,bihar,jamui,811316,0,1
25-11-2025,bihar,jehanabad,804403,1,1
25-11-2025,bihar,jehanabad,804417,2,3
25-11-2025,bihar,jehanabad,804454,2,2
25-11-2025,bihar,kaimur,802132,1,8
25-11-2025,bihar,kaimur,821103,1,5
25-11-2025,bihar,katihar,854108,3,6
25-11-2025,bihar,katihar,854115,1,2
25-11-2025,bihar,katihar,854303,0,1
25-11-2025,bihar,katihar,855102,2,10
25-11-2025,bihar,kishanganj,855115,1,5
25-11-2025,bihar,kishanganj,855116,1,7
25-11-2025,bihar,lakhisarai,811304,0,1
25-11-2025,bihar,madhepura,852101,0,10
25-11-2025,bihar,madhepura,852124,0,1
25-11-2025,bihar,madhepura,852128,0,7
25-11-2025,bihar,madhepura,852213,0,1
25-11-2025,bihar,madhepura,852220,0,4
25-11-2025,bihar,madhubani,847122,1,2
25-11-2025,bihar,madhubani,847229,0,10
25-11-2025,bihar,madhubani,847230,1,3
25-11-2025,bihar,madhubani,847231,0,1
25-11-2025,bihar,madhubani,847235,1,11
25-11-2025,bihar,madhubani,847236,0,3
25-11-2025,bihar,madhubani,847308,1,4
25-11-2025,bihar,madhubani,847404,2,4
25-11-2025,bihar,madhubani,847408,1,13
25-11-2025,bihar,madhubani,847410,0,1
25-11-2025,bihar,munger,811213,2,5
25-11-2025,bihar,munger,811214,0,5
25-11-2025,bihar,munger,813213,1,2
25-11-2025,bihar,muzaffarpur,842003,0,5
25-11-2025,bihar,muzaffarpur,843102,1,2
25-11-2025,bihar,muzaffarpur,843103,0,11
25-11-2025,bihar,muzaffarpur,843104,0,5
25-11-2025,bihar,muzaffarpur,843111,4,10
25-11-2025,bihar,muzaffarpur,843117,0,4
25-11-2025,bihar,muzaffarpur,843119,1,19
25-11-2025,bihar,muzaffarpur,843123,1,3
25-11-2025,bihar,muzaffarpur,843125,0,3
25-11-2025,bihar,muzaffarpur,843126,2,5
25-11-2025,bihar,muzaffarpur,843128,1,14
25-11-2025,bihar,muzaffarpur,843141,0,3
25-11-2025,bihar,muzaffarpur,843146,0,4
25-11-2025,bihar,muzaffarpur,843161,0,2
25-11-2025,bihar,muzaffarpur,843312,2,9
25-11-2025,bihar,muzaffarpur,844111,0,3
25-11-2025,bihar,muzaffarpur,844112,0,1
25-11-2025,bihar,nalanda,801301,0,9
25-11-2025,bihar,nalanda,801307,1,3
25-11-2025,bihar,nalanda,803113,0,6
25-11-2025,bihar,nalanda,803114,3,8
25-11-2025,bihar,nalanda,811104,0,3
25-11-2025,bihar,nawada,805108,1,2
25-11-2025,bihar,nawada,805110,0,9
25-11-2025,bihar,nawada,805112,0,4
25-11-2025,bihar,nawada,805122,3,3
25-11-2025,bihar,nawada,805125,2,6
25-11-2025,bihar,patna,800004,1,1
25-11-2025,bihar,patna,800020,1,9
25-11-2025,bihar,patna,801105,0,13
25-11-2025,bihar,patna,801108,2,13
25-11-2025,bihar,patna,803206,0,2
25-11-2025,bihar,patna,804451,1,4
25-11-2025,bihar,patna,804454,0,1
25-11-2025,bihar,patna,811104,0,2
25-11-2025,bihar,purnia,854301,4,11
25-11-2025,bihar,purnia,854326,0,10
25-11-2025,bihar,purnia,854327,1,0
25-11-2025,bihar,purnia,854330,5,8
25-11-2025,bihar,rohtas,802217,1,8
25-11-2025,bihar,rohtas,802218,0,5
25-11-2025,bihar,rohtas,802219,0,4
25-11-2025,bihar,rohtas,821111,0,3
25-11-2025,bihar,rohtas,821305,1,13
25-11-2025,bihar,saharsa,852123,0,9
25-11-2025,bihar,saharsa,852126,1,2
25-11-2025,bihar,saharsa,852129,2,6
25-11-2025,bihar,saharsa,852221,0,4
25-11-2025,bihar,samastipur,848114,0,12
25-11-2025,bihar,samastipur,848125,0,1
25-11-2025,bihar,samastipur,848209,0,10
25-11-2025,bihar,saran,841201,2,0
25-11-2025,bihar,saran,841206,0,1
25-11-2025,bihar,saran,841221,1,8
25-11-2025,bihar,saran,841224,0,1
25-11-2025,bihar,saran,841311,0,5
25-11-2025,bihar,saran,841401,3,6
25-11-2025,bihar,saran,841410,1,4
25-11-2025,bihar,saran,841411,0,5
25-11-2025,bihar,saran,841412,1,8
25-11-2025,bihar,saran,841415,2,7
25-11-2025,bihar,saran,841417,1,5
25-11-2025,bihar,saran,841424,2,18
25-11-2025,bihar,sheohar,843327,0,1
25-11-2025,bihar,sitamarhi,843330,0,4
25-11-2025,bihar,siwan,841203,0,2
25-11-2025,bihar,siwan,841210,1,1
25-11-2025,bihar,siwan,841223,0,2
25-11-2025,bihar,siwan,841406,1,11
25-11-2025,bihar,siwan,841407,0,1
25-11-2025,bihar,siwan,841417,0,1
25-11-2025,bihar,siwan,841502,0,1
25-11-2025,bihar,siwan,841507,1,4
25-11-2025,bihar,supaul,847402,0,1
25-11-2025,bihar,supaul,852123,1,0
25-11-2025,bihar,supaul,852137,0,5
25-11-2025,bihar,supaul,852138,1,6
25-11-2025,bihar,supaul,854338,0,2
25-11-2025,bihar,vaishali,844119,0,1
25-11-2025,bihar,vaishali,844122,1,14
25-11-2025,bihar,vaishali,844123,0,3
25-11-2025,bihar,vaishali,844128,0,2
25-11-2025,bihar,vaishali,844139,0,1
25-11-2025,bihar,vaishali,844505,0,5
25-11-2025,bihar,vaishali,844508,0,7
25-11-2025,bihar,vaishali,844509,1,7
25-11-2025,bihar,west champaran,845103,0,6
25-11-2025,bihar,west champaran,845307,1,6
25-11-2025,bihar,west champaran,845438,2,40
25-11-2025,bihar,west champaran,845450,2,13
25-11-2025,bihar,west champaran,845451,0,8
25-11-2025,bihar,west champaran,845455,4,14
25-11-2025,bihar,west champaran,845459,1,3
25-11-2025,chandigarh,chandigarh,160002,0,10
25-11-2025,chandigarh,chandigarh,160011,0,1
25-11-2025,chandigarh,chandigarh,160019,2,9
25-11-2025,chandigarh,chandigarh,160023,0,2
25-11-2025,chandigarh,chandigarh,160036,4,20
25-11-2025,chandigarh,chandigarh,160047,3,16
25-11-2025,chandigarh,chandigarh,160101,2,13
25-11-2025,chhattisgarh,balod,491221,1,3
25-11-2025,chhattisgarh,balod,491226,0,9
25-11-2025,chhattisgarh,baloda bazar,493222,3,21
25-11-2025,chhattisgarh,baloda bazar,493344,2,16
25-11-2025,chhattisgarh,baloda bazar,493526,2,12
25-11-2025,chhattisgarh,baloda bazar,493551,0,1
25-11-2025,chhattisgarh,balrampur,497119,1,8
25-11-2025,chhattisgarh,balrampur,497223,0,2
25-11-2025,chhattisgarh,bastar,494010,4,26
25-11-2025,chhattisgarh,bastar,494115,2,1
25-11-2025,chhattisgarh,bastar,494223,1,5
25-11-2025,chhattisgarh,bametara,490036,0,1
25-11-2025,chhattisgarh,bametara,491888,1,0
25-11-2025,chhattisgarh,bilaspur,495112,0,10
25-11-2025,chhattisgarh,bilaspur,495117,0,12
25-11-2025,chhattisgarh,bilaspur,495220,0,4
25-11-2025,chhattisgarh,bilaspur,495224,1,24
25-11-2025,chhattisgarh,dakshin bastar dantewada,494441,1,1
25-11-2025,chhattisgarh,dakshin bastar dantewada,494449,0,3
25-11-2025,chhattisgarh,dakshin bastar dantewada,494556,1,5
25-11-2025,chhattisgarh,dhamtari,492109,1,0
25-11-2025,chhattisgarh,dhamtari,493770,1,18
25-11-2025,chhattisgarh,dhamtari,493773,1,23
25-11-2025,chhattisgarh,durg,490011,3,3
25-11-2025,chhattisgarh,durg,490023,4,10
25-11-2025,chhattisgarh,durg,491221,1,9
25-11-2025,chhattisgarh,durg,491227,0,1
25-11-2025,chhattisgarh,durg,491228,0,4
25-11-2025,chhattisgarh,durg,491331,1,11
25-11-2025,chhattisgarh,gariaband,492112,0,1
25-11-2025,chhattisgarh,gariaband,493888,2,5
25-11-2025,chhattisgarh,gariaband,493891,0,15
25-11-2025,chhattisgarh,janjgir champa,495559,0,9
25-11-2025,chhattisgarh,janjgir champa,495690,0,16
25-11-2025,chhattisgarh,janjgir champa,495691,0,17
25-11-2025,chhattisgarh,jashpur,496334,1,2
25-11-2025,chhattisgarh,jashpur,496336,1,18
25-11-2025,chhattisgarh,jashpur,496338,0,5
25-11-2025,chhattisgarh,kabeerdham,491995,6,21
25-11-2025,chhattisgarh,kondagaon,494230,0,6
25-11-2025,chhattisgarh,kondagaon,494334,0,1
25-11-2025,chhattisgarh,kondagaon,494347,2,34
25-11-2025,chhattisgarh,korba,495683,0,6
25-11-2025,chhattisgarh,koriya,497333,0,1
25-11-2025,chhattisgarh,koriya,497339,0,10
25-11-2025,chhattisgarh,mahasamund,493449,3,49
25-11-2025,chhattisgarh,mungeli,495224,0,22
25-11-2025,chhattisgarh,mungeli,495335,0,13
25-11-2025,chhattisgarh,raipur,492001,3,43
25-11-2025,chhattisgarh,raipur,492003,0,1
25-11-2025,chhattisgarh,raipur,492014,1,7
25-11-2025,chhattisgarh,raipur,493113,0,1
25-11-2025,chhattisgarh,raipur,493885,0,9
25-11-2025,chhattisgarh,raipur,493992,1,3
25-11-2025,chhattisgarh,rajnandgaon,491558,3,19
25-11-2025,chhattisgarh,rajnandgaon,491881,1,22
25-11-2025,chhattisgarh,rajnandgaon,491885,0,8
25-11-2025,chhattisgarh,rajnandgaon,491888,0,21
25-11-2025,chhattisgarh,sukma,494115,1,0
25-11-2025,chhattisgarh,surguja,497001,5,42
25-11-2025,chhattisgarh,surguja,497114,2,20
25-11-2025,chhattisgarh,uttar bastar kanker,494669,0,3
25-11-2025,chhattisgarh,uttar bastar kanker,494670,1,12
